# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct 22 10:17:24 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN k2_name:        K2 ID
# COLUMN tic_id:         TIC ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN disposition:    Archive Disposition
# COLUMN disp_refname:   Archive Disposition Reference
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
#
pl_name,hostname,k2_name,tic_id,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag
K2-137 b,K2-137,K2-137 b,TIC 98720702,1,CONFIRMED,Smith et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.17971900,0.00002800,-0.00002800,0,,,,,0.640,0.100,-0.100,0,0.057,0.009,-0.009,0,,,,,,,,,,2457639.275710,0.000770,-0.000680,0,0
K2-138 b,K2-138,K2-138 b,TIC 4610830,1,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,2.35309000,0.00022000,-0.00022000,0,0.033850,0.000230,-0.000290,0,1.510,0.110,-0.084,0,0.135,0.010,-0.007,0,3.10000,1.05000,-1.05000,0,0.00975,0.00330,-0.00330,0,Mass,2457773.316830,0.000910,-0.000900,0,0
K2-138 b,K2-138,K2-138 b,TIC 4610830,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...57C/abstract target=ref>Christiansen et al. 2018</a>,2.35322000,0.00036000,-0.00036000,0,0.033800,0.000240,-0.000240,0,1.570,0.280,-0.170,0,0.140,0.025,-0.015,0,,,,,,,,,,2457773.317000,0.003700,-0.003800,0,0
K2-138 b,K2-138,K2-138 b,TIC 4610830,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,2.35321000,0.00037000,-0.00036000,0,0.033800,0.003400,-0.003100,0,1.490,0.150,-0.140,0,0.133,0.013,-0.012,0,,,,,,,,,,2457740.371300,0.006100,-0.005900,0,0
K2-138 c,K2-138,K2-138 c,TIC 4610830,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,3.56015000,0.00022000,-0.00023000,0,0.044200,0.003900,-0.003900,0,2.260,0.180,-0.170,0,0.202,0.016,-0.015,0,,,,,,,,,,2457740.321000,0.002900,-0.002800,0,0
K2-138 c,K2-138,K2-138 c,TIC 4610830,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...57C/abstract target=ref>Christiansen et al. 2018</a>,3.55987000,0.00023000,-0.00022000,0,0.044540,0.000320,-0.000320,0,2.520,0.340,-0.160,0,0.225,0.030,-0.014,0,,,,,,,,,,2457740.322300,0.002500,-0.002700,0,0
K2-138 c,K2-138,K2-138 c,TIC 4610830,1,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,3.56004000,0.00012000,-0.00011000,0,0.044610,0.000300,-0.000380,0,2.299,0.120,-0.087,0,0.205,0.011,-0.008,0,6.31000,1.13000,-1.23000,0,0.01985,0.00356,-0.00387,0,Mass,2457740.321820,0.000870,-0.000890,0,0
K2-138 d,K2-138,K2-138 d,TIC 4610830,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...57C/abstract target=ref>Christiansen et al. 2018</a>,5.40478000,0.00048000,-0.00046000,0,0.058830,0.000420,-0.000420,0,2.660,0.390,-0.180,0,0.237,0.035,-0.016,0,,,,,,,,,,2457743.160700,0.003600,-0.003700,0,0
K2-138 d,K2-138,K2-138 d,TIC 4610830,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,5.40484000,0.00049000,-0.00051000,0,0.057500,0.005000,-0.004900,0,2.460,0.190,-0.180,0,0.219,0.017,-0.016,0,,,,,,,,,,2457743.156900,0.003700,-0.003500,0,0
K2-138 d,K2-138,K2-138 d,TIC 4610830,1,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,5.40479000,0.00021000,-0.00021000,0,0.058930,0.000400,-0.000500,0,2.390,0.104,-0.084,0,0.213,0.009,-0.007,0,7.92000,1.39000,-1.35000,0,0.02492,0.00437,-0.00425,0,Mass,2457743.159890,0.000910,-0.000930,0,0
K2-138 e,K2-138,K2-138 e,TIC 4610830,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...57C/abstract target=ref>Christiansen et al. 2018</a>,8.26144000,0.00045000,-0.00044000,0,0.078070,0.000560,-0.000560,0,3.290,0.350,-0.180,0,0.294,0.031,-0.016,0,,,,,,,,,,2457740.645100,0.002000,-0.002100,0,0
K2-138 e,K2-138,K2-138 e,TIC 4610830,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,8.26147000,0.00052000,-0.00053000,0,0.079200,0.007600,-0.007700,0,3.110,0.240,-0.220,0,0.277,0.021,-0.020,0,,,,,,,,,,2457740.645100,0.002200,-0.002100,0,0
K2-138 e,K2-138,K2-138 e,TIC 4610830,1,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,8.26146000,0.00021000,-0.00022000,0,0.078200,0.000530,-0.000660,0,3.390,0.156,-0.110,0,0.302,0.014,-0.010,0,12.97000,1.98000,-1.99000,0,0.04081,0.00623,-0.00626,0,Mass,2457740.645580,0.000850,-0.000810,0,0
K2-138 f,K2-138,K2-138 f,TIC 4610830,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,12.75758000,0.00120000,-0.00121000,0,0.106400,0.010800,-0.010500,0,2.730,0.230,-0.210,0,0.244,0.021,-0.019,0,,,,,,,,,,2457738.701800,0.004400,-0.003500,0,0
K2-138 f,K2-138,K2-138 f,TIC 4610830,1,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,12.75758000,0.00050000,-0.00048000,0,0.104470,0.000700,-0.000880,0,2.904,0.164,-0.111,0,0.259,0.015,-0.010,0,1.63000,2.12000,-1.18000,0,0.00513,0.00667,-0.00371,0,Mass,2457738.702350,0.000930,-0.000920,0,0
K2-138 f,K2-138,K2-138 f,TIC 4610830,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...57C/abstract target=ref>Christiansen et al. 2018</a>,12.75759000,0.00092000,-0.00092000,0,0.104300,0.000740,-0.000750,0,2.810,0.360,-0.190,0,0.251,0.032,-0.017,0,,,,,,,,,,2457738.701900,0.003300,-0.003500,0,0
K2-138 g,K2-138,K2-138 g,TIC 4610830,1,CONFIRMED,Hardegree-Ullman et al. 2021,1,6,Transit,2021,K2,Published Confirmed,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,41.96797000,0.00843000,-0.00725000,0,0.231090,0.001540,-0.001960,0,3.013,0.303,-0.251,0,0.269,0.027,-0.022,0,4.32000,5.26000,-3.03000,0,0.01359,0.01655,-0.00953,0,Mass,2457773.861560,0.018630,-0.032190,0,0
K2-138 g,K2-138,K2-138 g,TIC 4610830,0,CONFIRMED,Hardegree-Ullman et al. 2021,1,6,Transit,2021,K2,Published Confirmed,0,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,41.96645000,0.00603000,-0.00665000,0,0.228700,0.024900,-0.023100,0,3.180,0.280,-0.260,0,0.284,0.025,-0.023,0,,,,,,,,,,2457773.854100,0.004400,-0.004400,0,0
K2-139 b,K2-139,K2-139 b,TIC 11023038,0,CONFIRMED,Barrag&aacute;n et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=BARRAG_AACUTE_N_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.1765B/abstract target=ref>Barrag&aacute;n et al. 2018</a>,28.38236000,0.00026000,-0.00026000,0,0.179000,0.021000,-0.027000,0,9.057,0.381,-0.370,0,0.808,0.034,-0.033,0,123.00021,26.37989,-23.83725,0,0.38700,0.08300,-0.07500,0,Mass,2457325.817140,0.000330,-0.000330,0,0
K2-139 b,K2-139,K2-139 b,TIC 11023038,1,CONFIRMED,Barrag&aacute;n et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,28.38061900,0.00055100,-0.00052800,0,0.179600,0.001500,-0.001500,0,9.110,0.170,-0.170,0,0.813,0.015,-0.015,0,,,,,,,,,,2457325.817500,0.000580,-0.000590,0,0
K2-139 b,K2-139,K2-139 b,TIC 11023038,0,CONFIRMED,Barrag&aacute;n et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,28.38207100,0.00027500,-0.00027400,0,,,,,9.268,0.422,-0.306,0,0.827,0.038,-0.027,0,,,,,,,,,,2457325.817280,0.000355,-0.000358,0,0
K2-139 b,K2-139,K2-139 b,TIC 11023038,0,CONFIRMED,Barrag&aacute;n et al. 2018,1,1,Transit,2017,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,28.38220600,0.00031800,-0.00031800,0,,,,,9.500,0.600,-0.500,0,0.850,0.050,-0.040,0,,,,,,,,,,2457325.816870,0.000442,-0.000449,0,0
K2-139 b,K2-139,K2-139 b,TIC 11023038,0,CONFIRMED,Barrag&aacute;n et al. 2018,1,1,Transit,2017,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,28.38246000,0.00020000,-0.00020000,0,,,,,9.620,0.480,-0.690,0,0.858,0.043,-0.062,0,,,,,,,,,,2457325.817260,0.000310,-0.000290,0,0
K2-14 b,K2-14,K2-14 b,TIC 366683184,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,8.36926000,0.00022000,-0.00022000,0,0.061000,0.002600,-0.002600,0,4.480,0.520,-0.520,0,0.400,0.046,-0.046,0,,,,,,,,,,2456811.445300,0.001100,-0.001100,0,0
K2-14 b,K2-14,K2-14 b,TIC 366683184,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,8.36879100,0.00019400,-0.00018500,0,0.069000,0.002000,-0.002000,0,7.490,0.480,-0.470,0,0.668,0.043,-0.042,0,,,,,,,,,,2456811.447000,0.001000,-0.001000,0,0
K2-14 b,K2-14,K2-14 b,TIC 366683184,1,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,8.36802000,0.00019000,-0.00019000,0,0.062700,0.000600,-0.000600,0,4.810,0.420,-0.420,0,0.429,0.037,-0.037,0,,,,,,,,,,2456811.451300,0.001300,-0.001300,0,0
K2-14 b,K2-14,K2-14 b,TIC 366683184,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,8.36779000,0.00011000,-0.00011000,0,,,,,8.510,0.480,-0.570,0,0.759,0.043,-0.051,0,,,,,,,,,,2456811.452840,0.000530,-0.000540,0,0
K2-14 b,K2-14,K2-14 b,TIC 366683184,0,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,8.36881680,,,0,,,,,6.650,,,0,0.593,,,0,,,,,,,,,,2456811.447000,,,0,0
K2-140 b,K2-140,K2-140 b,TIC 380255458,0,CONFIRMED,Giles et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=GILES_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.1809G/abstract target=ref>Giles et al. 2018</a>,6.56930000,0.00001700,-0.00002000,0,0.059100,0.003400,-0.003400,0,12.274,0.202,-0.202,0,1.095,0.018,-0.018,0,323.86877,22.24810,-22.24810,0,1.01900,0.07000,-0.07000,0,Mass,2457588.283800,0.000140,-0.000140,0,0
K2-140 b,K2-140,K2-140 b,TIC 380255458,0,CONFIRMED,Giles et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,6.56921300,0.00001900,-0.00002000,0,,,,,13.046,1.797,-1.035,0,1.164,0.160,-0.092,0,,,,,,,,,,2457588.285030,0.000116,-0.000115,0,0
K2-140 b,K2-140,K2-140 b,TIC 380255458,0,CONFIRMED,Giles et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,6.56918000,0.00004000,-0.00004000,0,0.068700,0.000500,-0.000500,0,12.250,0.170,-0.170,0,1.093,0.015,-0.015,0,,,,,,,,,,2457588.285100,0.000200,-0.000200,0,0
K2-140 b,K2-140,K2-140 b,TIC 380255458,1,CONFIRMED,Giles et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=KORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1807K/abstract target=ref>Korth et al. 2019</a>,6.56918800,0.00003100,-0.00003100,0,0.068000,0.001000,-0.001000,0,13.563,1.009,-1.009,0,1.210,0.090,-0.090,0,295.58042,12.71314,-12.71314,0,0.93000,0.04000,-0.04000,0,Mass,2457588.285090,0.000050,-0.000050,0,0
K2-141 b,K2-141,K2-141 b,TIC 301235044,0,CONFIRMED,Malavolta et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>,0.28000000,,,0,,,,,1.493,0.041,-0.035,0,0.133,0.004,-0.003,0,5.16000,0.35000,-0.34000,0,0.01624,0.00110,-0.00107,0,Mass,,,,,0
K2-141 b,K2-141,K2-141 b,TIC 301235044,0,CONFIRMED,Malavolta et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=BARRAG_AACUTE_N_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...612A..95B/abstract target=ref>Barrag&aacute;n et al. 2018</a>,0.28032260,0.00000130,-0.00000130,0,0.007160,0.000550,-0.000650,0,1.540,0.100,-0.090,0,0.137,0.009,-0.008,0,5.31000,0.46000,-0.46000,0,0.01671,0.00145,-0.00145,0,Mass,2457738.465400,0.000230,-0.000210,0,0
K2-141 b,K2-141,K2-141 b,TIC 301235044,1,CONFIRMED,Malavolta et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=MALAVOLTA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..107M/abstract target=ref>Malavolta et al. 2018</a>,0.28032440,0.00000150,-0.00000150,0,,,,,1.510,0.050,-0.050,0,0.135,0.004,-0.004,0,5.08000,0.41000,-0.41000,0,0.01598,0.00129,-0.00129,0,Mass,2457744.071600,0.000220,-0.000220,0,0
K2-141 c,K2-141,K2-141 c,TIC 301235044,1,CONFIRMED,Malavolta et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=MALAVOLTA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..107M/abstract target=ref>Malavolta et al. 2018</a>,7.74850000,0.00022000,-0.00022000,0,,,,,7.000,4.600,-2.800,0,0.624,0.410,-0.250,0,7.40000,,,1,0.02328,,,1,Mass,2457751.154600,0.001000,-0.001000,0,0
K2-146 b,K2-146,K2-146 b,TIC 175261852,0,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,2.64466100,0.00013200,-0.00013000,0,0.025900,0.000200,-0.000200,0,2.150,0.860,-0.860,0,0.192,0.077,-0.077,0,,,,,,,,,,2457144.642330,0.001690,-0.001760,0,1
K2-146 b,K2-146,K2-146 b,TIC 175261852,0,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.64352800,0.00005800,-0.00006100,0,,,,,1.470,0.280,-0.370,0,0.131,0.025,-0.033,0,,,,,,,,,,2457142.006280,0.000850,-0.000770,0,1
K2-146 b,K2-146,K2-146 b,TIC 175261852,0,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2.64500000,,,0,,,,,,,,,,,,,,,,,,,,,,2457141.999000,,,0,1
K2-146 b,K2-146,K2-146 b,TIC 175261852,0,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=LIBRALATO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.1780L/abstract target=ref>Libralato et al. 2016</a>,2.64425900,0.00004700,-0.00004700,0,,,,,1.380,,,0,0.123,,,0,,,,,,,,,,2457142.002608,0.000650,-0.000650,0,1
K2-146 b,K2-146,K2-146 b,TIC 175261852,0,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=LAM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..120L/abstract target=ref>Lam et al. 2020</a>,2.66980000,0.00010000,-0.00010000,0,0.024800,0.000200,-0.000200,0,2.250,0.100,-0.100,0,0.201,0.009,-0.009,0,5.60000,0.70000,-0.70000,0,0.01762,0.00220,-0.00220,0,Mass,2458300.434500,0.000700,-0.000700,0,1
K2-146 b,K2-146,K2-146 b,TIC 175261852,0,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,2.64484500,0.00012800,-0.00013700,0,,,,,10.700,24.300,-8.400,0,0.950,2.170,-0.750,0,,,,,,,,,,2457144.641430,0.001724,-0.001696,0,1
K2-146 b,K2-146,K2-146 b,TIC 175261852,0,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,2.64464600,0.00004300,-0.00004300,0,0.026600,0.001000,-0.001000,0,2.200,0.230,-0.230,0,0.196,0.021,-0.021,0,,,,,,,,,,2457139.353270,0.000850,-0.000850,0,1
K2-146 b,K2-146,K2-146 b,TIC 175261852,0,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,2.64484000,0.00011000,-0.00011000,0,,,,,1.830,0.250,-0.210,0,0.163,0.022,-0.019,0,,,,,,,,,,2457144.641000,0.001000,-0.001000,0,1
K2-146 b,K2-146,K2-146 b,TIC 175261852,1,CONFIRMED,Hirano et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,2.64460000,0.00006000,-0.00006000,0,,,,,2.050,0.060,-0.060,0,0.183,0.005,-0.005,0,5.77000,0.18000,-0.18000,0,0.01816,0.00024,-0.00024,0,Mass,2458204.590200,0.000500,-0.000500,0,1
K2-146 c,K2-146,K2-146 c,TIC 175261852,1,CONFIRMED,Hamann et al. 2019,1,2,Transit,2019,K2,Published Confirmed,0,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,4.00498000,0.00011000,-0.00011000,0,,,,,2.190,0.070,-0.070,0,0.195,0.006,-0.006,0,7.49000,0.24000,-0.24000,0,0.02358,0.00031,-0.00031,0,Mass,2458204.131600,0.000700,-0.000700,0,1
K2-146 c,K2-146,K2-146 c,TIC 175261852,0,CONFIRMED,Hamann et al. 2019,1,2,Transit,2019,K2,Published Confirmed,0,<a refstr=LAM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..120L/abstract target=ref>Lam et al. 2020</a>,3.96630000,0.00020000,-0.00002000,0,0.032700,0.000600,-0.000600,0,2.590,1.810,-0.390,0,0.231,0.161,-0.035,0,7.10000,0.90000,-0.90000,0,0.02234,0.00283,-0.00283,0,Mass,2458299.601900,0.000900,-0.000900,0,1
